,count,mean,std,min,25%,50%,75%,max
Cupriavidus nantongensis,105.0,0.009247619047619029,0.002881575932277322,0.004,0.0069999999999999,0.008,0.011,0.02
Cupriavidus necator,105.0,0.23684761904761906,0.13761532093766504,0.071,0.166,0.191,0.2789999999999999,1.183
Cupriavidus oxalaticus,105.0,0.029819047619047617,0.01113361244194021,0.011,0.022,0.025,0.036,0.077
Cupriavidus pauculus,105.0,0.05015238095238094,0.028996279918021357,0.016,0.031,0.04,0.0569999999999999,0.176
Cupriavidus pinatubonensis,105.0,0.05805714285714284,0.02147172943279522,0.015,0.045,0.053,0.068,0.116
Cupriavidus sp. USMAA1020,105.0,0.001923809523809524,0.0005666235708671775,0.001,0.002,0.002,0.002,0.003
Cupriavidus sp. USMAA2-4,105.0,0.0029619047619047624,0.0008979015014059757,0.001,0.002,0.003,0.003,0.005
Cupriavidus sp. USMAHM13,105.0,0.0022380952380952382,0.0007006015207252198,0.001,0.002,0.002,0.003,0.004
Cupriavidus taiwanensis,105.0,0.16017142857142858,0.05591158149305871,0.0569999999999999,0.123,0.141,0.197,0.413
Curtobacterium pusillum,105.0,0.020266666666666655,0.012757551810795364,0.004,0.0139999999999999,0.019,0.023,0.1149999999999999
Curtobacterium sp. BH-2-1-1,105.0,0.022885714285714277,0.012110321635278316,0.005,0.016,0.021,0.026,0.093
Curtobacterium sp. MR_MD2014,105.0,0.021209523809523803,0.009636364657355163,0.005,0.015,0.02,0.025,0.0689999999999999
Curvibacter sp. AEP1-3,105.0,0.0091142857142857,0.003470519484818595,0.003,0.0069999999999999,0.008,0.011,0.023
Cutibacterium acnes,105.0,0.0038095238095238087,0.0033052849234080296,0.001,0.002,0.003,0.004,0.023
Cutibacterium avidum,105.0,0.006457142857142846,0.003458625147668924,0.001,0.003,0.0069999999999999,0.009,0.015
Cutibacterium granulosum,105.0,0.004609523809523801,0.0024631719625751018,0.001,0.002,0.005,0.006,0.011
Cyanobacterium aponinum,105.0,0.0003523809523809524,0.00048000305249334626,0.0,0.0,0.0,0.001,0.001
Cyanobium gracile,105.0,0.00653333333333332,0.003290623820524782,0.002,0.004,0.0069999999999999,0.009,0.016
Cyanobium sp. NIES-981,105.0,0.005838095238095226,0.0028220417101664855,0.001,0.003,0.006,0.008,0.012
Cyanothece sp. ATCC 51142,105.0,0.0003714285714285715,0.0004855041562276122,0.0,0.0,0.0,0.001,0.001
Cyanothece sp. PCC 7424,105.0,0.0001523809523809524,0.00036111345918274807,0.0,0.0,0.0,0.0,0.001
Cyanothece sp. PCC 7425,105.0,0.0011904761904761906,0.000951670980789924,0.0,0.0,0.001,0.002,0.005
Cyanothece sp. PCC 7822,105.0,0.00011428571428571428,0.00031968390982000034,0.0,0.0,0.0,0.0,0.001
Cyclobacterium amurskyense,105.0,0.0005142857142857143,0.000520988072251728,0.0,0.0,0.001,0.001,0.002
Cyclobacterium marinum,105.0,0.0005428571428571429,0.0005194037156010918,0.0,0.0,0.001,0.001,0.002
Cylindrospermum stagnale,105.0,0.0011523809523809525,0.000938297890013044,0.0,0.001,0.001,0.001,0.005
Cystobacter fuscus,105.0,0.05878095238095237,0.07528918363324955,0.012,0.03,0.044,0.062,0.685
Cytophaga hutchinsonii,105.0,0.0012857142857142859,0.0006753102665027063,0.0,0.001,0.001,0.002,0.004
Cytophagales bacterium TFI 002,105.0,0.0004952380952380952,0.0005211638145647884,0.0,0.0,0.0,0.001,0.002
Dactylococcopsis salina,105.0,0.00013333333333333334,0.0003415650255319865,0.0,0.0,0.0,0.0,0.001
Dechloromonas aromatica,105.0,0.011971428571428558,0.00536630717973289,0.003,0.008,0.011,0.0139999999999999,0.0279999999999999
Dechloromonas sp. HYN0024,105.0,0.008752380952380939,0.004189687321684024,0.002,0.005,0.008,0.011,0.022
Defluviimonas alba,105.0,0.011742857142857133,0.004561605173427637,0.004,0.008,0.012,0.015,0.022
Dehalobacter restrictus,105.0,0.0006380952380952382,0.00048285627587324904,0.0,0.0,0.001,0.001,0.001
Dehalobacterium formicoaceticum,105.0,0.0005142857142857143,0.000502192992979594,0.0,0.0,0.001,0.001,0.001
Dehalococcoides mccartyi,105.0,0.0010666666666666667,0.0007502136447842791,0.0,0.001,0.001,0.002,0.003
Dehalogenimonas formicexedens,105.0,0.0025333333333333336,0.0013449811742081593,0.0,0.001,0.003,0.003,0.006
Dehalogenimonas lykanthroporepellens,105.0,0.0015428571428571431,0.0010563778045444088,0.0,0.001,0.002,0.002,0.004
Deinococcus actinosclerus,105.0,0.008009523809523798,0.0037480642134287514,0.002,0.005,0.008,0.01,0.016
Deinococcus deserti,105.0,0.0032380952380952383,0.0016786201380197868,0.001,0.002,0.003,0.005,0.006
Deinococcus ficus,105.0,0.007828571428571416,0.003831692593602479,0.002,0.004,0.008,0.011,0.016
Deinococcus geothermalis,105.0,0.004342857142857138,0.002125072720151956,0.001,0.002,0.005,0.006,0.009
Deinococcus gobiensis,105.0,0.008219047619047608,0.003887803790704753,0.002,0.005,0.008,0.011,0.017
Deinococcus irradiatisoli,105.0,0.006295238095238079,0.0030411403779725082,0.002,0.003,0.0069999999999999,0.008,0.013
Deinococcus maricopensis,105.0,0.008914285714285704,0.004279005738473606,0.002,0.005,0.009,0.012,0.02
Deinococcus peraridilitoris,105.0,0.005171428571428563,0.00245520304211728,0.001,0.003,0.005,0.0069999999999999,0.011
Deinococcus proteolyticus,105.0,0.003095238095238095,0.0014840420992616578,0.001,0.002,0.003,0.004,0.0069999999999999
Deinococcus puniceus,105.0,0.002057142857142857,0.001017430506307353,0.0,0.001,0.002,0.003,0.004
Deinococcus radiodurans,105.0,0.016838095238095232,0.008594635860102829,0.004,0.009,0.017,0.023,0.0349999999999999
Deinococcus soli Cha et al. 2016,105.0,0.003457142857142855,0.0016409927308971006,0.001,0.002,0.004,0.004,0.0069999999999999
Deinococcus sp. NW-56,105.0,0.006238095238095221,0.0029952648833803824,0.001,0.004,0.006,0.008,0.013
Deinococcus swuensis,105.0,0.0055523809523809415,0.002692514382437662,0.001,0.003,0.006,0.0069999999999999,0.012
Deinococcus wulumuqiensis,105.0,0.003752380952380947,0.0018280977522937203,0.001,0.002,0.004,0.005,0.008
Delftia acidovorans,105.0,0.5680857142857142,0.3213590764922567,0.136,0.344,0.496,0.643,1.943
Delftia sp. Cs1-4,105.0,0.0031047619047619044,0.0011259509615278815,0.001,0.002,0.003,0.004,0.008
Delftia sp. HK171,105.0,0.0022571428571428577,0.0009610548234239157,0.001,0.002,0.002,0.002,0.008
Delftia tsuruhatensis,105.0,0.009533333333333314,0.003754655230169067,0.004,0.0069999999999999,0.009,0.011,0.026
Denitrobacterium detoxificans,105.0,0.0019714285714285715,0.00098505313071411,0.0,0.001,0.002,0.002,0.005
Denitrovibrio acetiphilus,105.0,0.0003428571428571429,0.0004769408008050138,0.0,0.0,0.0,0.001,0.001
Dermabacter vaginalis,105.0,0.0037428571428571394,0.001971082148253799,0.001,0.002,0.004,0.005,0.008
Dermacoccus nishinomiyaensis,105.0,0.019057142857142852,0.011324606098964475,0.003,0.009,0.018,0.026,0.055
Dermatophilus congolensis,105.0,0.0028095238095238086,0.0015938296773159396,0.0,0.001,0.003,0.004,0.0069999999999999
Desulfallas gibsoniae,105.0,0.0012761904761904763,0.0008144752687282553,0.0,0.001,0.001,0.002,0.003
Desulfarculus baarsii,105.0,0.010095238095238082,0.0051131877185067835,0.002,0.006,0.01,0.0139999999999999,0.022
Desulfatibacillum alkenivorans,105.0,0.0034571428571428518,0.0017975869050809868,0.001,0.002,0.004,0.005,0.0069999999999999
Desulfitobacterium dehalogenans,105.0,0.00019047619047619048,0.00039456007866693204,0.0,0.0,0.0,0.0,0.001
Desulfitobacterium hafniense,105.0,0.0006285714285714286,0.0005236180136089897,0.0,0.0,0.001,0.001,0.002
Desulfitobacterium metallireducens,105.0,0.0001238095238095238,0.0003846886377128235,0.0,0.0,0.0,0.0,0.002
Desulfobacca acetoxidans,105.0,0.0020666666666666667,0.0011457837984630934,0.0,0.001,0.002,0.003,0.004
Desulfobacter postgatei,105.0,0.0011714285714285713,0.0008710862235113177,0.0,0.0,0.001,0.002,0.003
Desulfobacterium autotrophicum,105.0,0.0014380952380952383,0.0007195592871790122,0.0,0.001,0.001,0.002,0.003
Desulfobacula toluolica,105.0,0.0005619047619047618,0.0005174606920004336,0.0,0.0,0.001,0.001,0.002
Desulfobulbus sp. ORNL,105.0,0.003276190476190473,0.0017012169744448126,0.001,0.002,0.003,0.004,0.0069999999999999
Desulfocapsa sulfexigens,105.0,0.0005809523809523809,0.0004957696499257954,0.0,0.0,0.001,0.001,0.001
Desulfococcus multivorans,105.0,0.0042285714285714236,0.002313244237234552,0.001,0.002,0.004,0.006,0.01
Desulfococcus oleovorans,105.0,0.003971428571428566,0.002229423618411188,0.001,0.002,0.004,0.006,0.008
Desulfofarcimen acetoxidans,105.0,0.0005904761904761905,0.0005131958333521066,0.0,0.0,0.001,0.001,0.002
Desulfohalobium retbaense,105.0,0.002085714285714286,0.0011275764148954922,0.0,0.001,0.002,0.003,0.005
Desulfomicrobium baculatum,105.0,0.006066666666666652,0.0030485389522834855,0.002,0.003,0.006,0.008,0.0139999999999999
Desulfomicrobium orale,105.0,0.0029619047619047615,0.0015684620684202893,0.001,0.001,0.003,0.004,0.0069999999999999
Desulfomonile tiedjei,105.0,0.002628571428571429,0.0015827018212364113,0.0,0.001,0.003,0.004,0.006
Desulfosporosinus acidiphilus,105.0,0.00028571428571428574,0.0004539206495016017,0.0,0.0,0.0,0.001,0.001
Desulfosporosinus meridiei,105.0,4.761904761904762e-05,0.00021398024625545638,0.0,0.0,0.0,0.0,0.001
Desulfosporosinus orientis,105.0,0.0002380952380952381,0.000427960492510913,0.0,0.0,0.0,0.0,0.001
Desulfosporosinus youngiae,105.0,0.0004,0.0004922475924854207,0.0,0.0,0.0,0.001,0.001
Desulfotalea psychrophila,105.0,0.0004952380952380952,0.0005023753102820161,0.0,0.0,0.0,0.001,0.001
Desulfotomaculum ferrireducens,105.0,0.0006952380952380953,0.0006064367796939493,0.0,0.0,0.001,0.001,0.002
Desulfotomaculum nigrificans,105.0,0.0005523809523809523,0.0005367450401216937,0.0,0.0,0.001,0.001,0.002
Desulfotomaculum reducens,105.0,0.0001523809523809524,0.00036111345918274807,0.0,0.0,0.0,0.0,0.001
Desulfotomaculum ruminis,105.0,0.000742857142857143,0.0005722521537508857,0.0,0.0,0.001,0.001,0.002
Desulfovibrio africanus,105.0,0.006704761904761898,0.0034749759532200874,0.001,0.003,0.0069999999999999,0.009,0.016
Desulfovibrio alaskensis,105.0,0.0024190476190476193,0.0012386480873311366,0.001,0.001,0.003,0.003,0.005
Desulfovibrio desulfuricans,105.0,0.007209523809523797,0.003373240960671881,0.002,0.004,0.0069999999999999,0.009,0.016
Desulfovibrio fairfieldensis,105.0,0.004428571428571421,0.002290688269331448,0.001,0.002,0.005,0.006,0.01
Desulfovibrio gigas,105.0,0.005304761904761885,0.0026679140855292746,0.001,0.003,0.005,0.0069999999999999,0.012
Desulfovibrio hydrothermalis,105.0,0.00042857142857142855,0.0005162204146326611,0.0,0.0,0.0,0.001,0.002
Desulfovibrio magneticus,105.0,0.008266666666666657,0.003851240226479158,0.002,0.005,0.009,0.011,0.017
Desulfovibrio piger,105.0,0.005942857142857127,0.003028164496816542,0.001,0.003,0.006,0.008,0.0139999999999999
Desulfovibrio salexigens,105.0,0.0006571428571428572,0.0005156879540323451,0.0,0.0,0.001,0.001,0.002
Desulfovibrio sp. FW1012B,105.0,0.008752380952380947,0.004307375053728181,0.002,0.005,0.009,0.011,0.019
Desulfovibrio sp. G11,105.0,0.0030666666666666663,0.0016482313753434798,0.0,0.001,0.003,0.004,0.0069999999999999
Desulfovibrio vulgaris,105.0,0.014857142857142843,0.007251562923616187,0.004,0.008,0.015,0.02,0.032
Desulfurella acetivorans,105.0,0.00016190476190476192,0.0003701301622353103,0.0,0.0,0.0,0.0,0.001
Desulfurispirillum indicum,105.0,0.0018857142857142857,0.0009738334808126323,0.0,0.001,0.002,0.002,0.004
Desulfurivibrio alkaliphilus,105.0,0.0035999999999999947,0.0019542852323114787,0.001,0.002,0.004,0.005,0.008
Desulfuromonas soudanensis,105.0,0.010333333333333323,0.005623895903037777,0.002,0.005,0.01,0.0139999999999999,0.025
Desulfuromonas sp. DDH964,105.0,0.011323809523809514,0.006110355708667615,0.002,0.006,0.012,0.015,0.027
Devosia sp. A16,105.0,0.04503809523809523,0.021683884395809764,0.017,0.033,0.04,0.05,0.187
